Id,SalePrice
1461,116654.17314841982
1462,163848.14216361777
1463,176229.806021003
1464,182507.85886789186
1465,219512.08696090855
1466,166086.52003504385
1467,175781.7744354258
1468,153130.17875987798
1469,208000.3604856563
1470,109037.01379205158
1471,181511.56863282528
1472,97543.20310647337
1473,94213.73872858593
1474,145860.72090643342
1475,103689.03353795652
1476,354515.1390193324
1477,284129.2414694051
1478,300570.6604538594
1479,305203.14013187285
1480,465587.1718023061
1481,318615.7341578068
1482,220589.28935100551
1483,180032.66794807414
1484,163411.02159846132
1485,183483.1701844824
1486,197296.52385928878
1487,321371.23524610593
1488,225022.01481596855
1489,213085.6037007302
1490,243089.07158424758
1491,207304.21619793357
1492,98634.18102316583
1493,177296.7269024639
1494,322502.717504781
1495,288723.5340440993
1496,235726.17662959683
1497,173822.73852865383
1498,177174.19685223285
1499,156943.5258400561
1500,144053.69252687658
1501,203083.0778182692
1502,136329.03842131933
1503,310732.7211653888
1504,236572.87458694354
1505,224145.35364853352
1506,186495.28231556807
1507,260951.23737618624
1508,208400.69907904725
1509,153788.61172453756
1510,147712.11056954597
1511,166859.27961194332
1512,187393.0175897704
1513,146470.1828357616
1514,169100.38602207898
1515,213854.53531582167
1516,153760.71189190354
1517,169550.48039481338
1518,112317.70363493015
1519,230462.1989065917
1520,132815.95315606604
1521,136936.19152570824
1522,190439.17864818795
1523,103626.56715176332
1524,111691.84950279778
1525,114373.97128562884
1526,108141.6031734921
1527,102725.42372845527
1528,124773.74867606402
1529,161170.4736534442
1530,214246.9761481865
1531,137969.25279654143
1532,100308.217159294
1533,178240.31706111535
1534,125109.53217731696
1535,151206.53394794097
1536,97907.68539710343
1537,53009.04050608078
1538,160446.22860345218
1539,213190.8799877858
1540,132296.5640811266
1541,139882.88131098228
1542,156197.78155863116
1543,204419.85530518074
1544,91464.06257233862
1545,123618.35056823927
1546,147926.70873721913
1547,157983.8528437009
1548,151886.21198522346
1549,136065.5236301027
1550,146200.92597917587
1551,113915.86321384483
1552,153941.00727775335
1553,165136.91749818707
1554,113610.78777508644
1555,166754.1636626298
1556,79542.76512295104
1557,123431.13813581283
1558,96411.56717472992
