Id,SalePrice
1461,116239.43449177031
1462,159842.76541074074
1463,176396.44540427992
1464,183861.81609801113
1465,219141.1821672808
1466,165529.53414624493
1467,174980.6231625338
1468,155362.02189813898
1469,203414.72453454832
1470,109347.38728996058
1471,181854.16860677899
1472,98277.59132988707
1473,95103.02585354628
1474,145943.46750202327
1475,99420.45480107114
1476,353257.53518643364
1477,281435.5172934671
1478,301706.1637824271
1479,307381.4303962911
1480,461523.86069260514
1481,318550.9906885349
1482,221463.5228494595
1483,178680.50816546287
1484,164895.21530434006
1485,185900.777974737
1486,198449.09855096496
1487,324804.96786047774
1488,224242.96652526548
1489,211617.64144701514
1490,242414.40937456567
1491,207969.61930898033
1492,99602.3935452642
1493,177272.63836872551
1494,325658.43329925544
1495,290476.47857586085
1496,235274.5615402904
1497,171480.27414260583
1498,180534.75944245898
1499,160348.1924439491
1500,148932.76903460122
1501,202485.48723546253
1502,138780.63894431206
1503,308750.1532590407
1504,236846.8358356927
1505,224964.3153702247
1506,187170.14530021345
1507,255267.168130079
1508,208460.02670769056
1509,154054.44004490488
1510,150211.9102801456
1511,167767.7884035199
1512,185092.32230149806
1513,142915.466309249
1514,173484.46336752028
1515,210084.48733259764
1516,155212.32565144807
1517,170514.0404795688
1518,113948.8875422735
1519,229916.77133731794
1520,132765.43017448814
1521,135153.53439385758
1522,190015.21336857302
1523,102469.70903184687
1524,107003.77068333625
1525,112761.48339767572
1526,105800.44308269995
1527,103807.53672774494
1528,123067.67288042
1529,161752.4349981879
1530,213506.54169553614
1531,144087.0371274021
1532,99487.80567596643
1533,175320.24454139502
1534,123261.03886574664
1535,147503.6781887404
1536,98586.52226842783
1537,57242.83172227524
1538,162397.75871620976
1539,209665.43050187072
1540,128112.24016590585
1541,139870.45221354297
1542,150891.57646876972
1543,200825.7284944863
1544,90100.3940611958
1545,119216.15810890829
1546,152654.52978767123
1547,157826.38662353283
1548,146601.34082004434
1549,135608.40811053448
1550,147880.5611195631
1551,111039.8433889748
1552,151688.36421320442
1553,164087.0915942365
1554,111834.39791330296
1555,167397.2295125065
1556,83935.45770790665
1557,118360.3311562224
1558,96892.94693743474
1559,64028.3108665357
1560,134107.19023636714
1561,122670.82735484658
1562,134434.22858468164
1563,123736.49849583866
1564,167407.13503447844
1565,142270.68322254877
1566,242342.5155456156
1567,62815.69442886204
1568,241651.8153647504
1569,129413.2619783943
1570,131671.9701107796
1571,102739.60286433135
1572,144442.75799736497
1573,278223.5209670819
1574,138442.24034769635
1575,242916.16336126873
1576,237968.43134821192
1577,183980.02450491503
1578,138471.8772552294
1579,139755.31413345507
1580,190331.42510333162
1581,152885.70642005376
1582,125162.81456901616
1583,302252.64970459027
1584,221374.25014653383
1585,138729.15274913213
1586,57300.04762467451
1587,96254.89798166505
1588,161844.93940764575
1589,97586.21172563414
1590,126895.50655984873
1591,93485.08700972502
1592,114236.22283478433
1593,126741.0257514221
1594,147335.0635677934
1595,120029.5168461056
1596,231713.06869329867
1597,201626.55064254068
1598,209332.16473201383
1599,195026.26869521936
1600,182309.3429209403
1601,55457.462221408045
1602,127376.6811060849
1603,42410.64042183751
1604,277210.53003278293
1605,235874.32814961937
1606,159634.67535143864
1607,158548.4224028555
1608,204166.1954110313
1609,200483.47961148038
1610,151581.76505240443
1611,130546.68607065806
1612,183485.70707221143
1613,159161.72341914085
1614,131218.81724379348
1615,87454.76137897438
1616,69138.87452349259
1617,77945.21246293228
1618,122392.20604703118
1619,146241.39403376088
1620,180366.4293819009
1621,134400.8551557192
1622,141525.65572739326
1623,267460.67703688896
1624,221724.6321383018
1625,116610.61414874214
1626,174783.8392408083
1627,186776.6390392296
1628,274577.729440555
1629,170384.21212542927
1630,362928.70529853547
1631,251575.85089062847
1632,259577.86423574103
1633,174625.19666240006
1634,179886.1522472892
1635,173646.09134443421
1636,141219.51405378804
1637,192508.85951482048
1638,188449.14221189858
1639,175297.40953175694
1640,245181.07157773676
1641,176084.1253189778
1642,247909.9001733968
1643,221232.93702275213
1644,225547.88679690997
1645,232159.80864956247
1646,155388.7128236483
1647,142960.02052928915
1648,125602.45719542945
1649,129554.2276798134
1650,107178.87204342624
1651,105015.77291595605
1652,96810.05953650516
1653,98621.93109732811
1654,149460.70512197667
1655,133505.10145140358
1656,141925.2004367421
1657,156338.18394896245
1658,153559.7190885936
1659,115756.3237541636
1660,153133.4028684174
1661,414106.7432804038
1662,367641.649924585
1663,366524.9961188036
1664,500238.5371224584
1665,304727.73584371427
1666,325525.65130941407
1667,359947.9039433617
1668,340837.50009170803
1669,307660.0455534925
1670,339389.53780012217
1671,296069.3605605537
1672,401345.2277468416
1673,307534.1363044672
1674,266364.88321665465
1675,224529.0269352804
1676,221826.1715783344
1677,229267.03415676134
1678,464020.5363191583
1679,374491.5510758536
1680,316656.6766097035
1681,255832.80083837608
1682,325094.6565819646
1683,202936.88917658423
1684,175544.8968592647
1685,179166.11342148297
1686,161630.37011250717
1687,171210.9139049281
1688,190711.77933265912
1689,191432.50593154866
1690,196806.11312981579
1691,184958.43193820966
1692,248850.02180687996
1693,183371.31071134162
1694,173370.3132244713
1695,163447.81023655474
1696,267879.69604054216
1697,162334.56020293123
1698,345445.37202268216
1699,341018.05650432175
1700,269713.65136519703
1701,285521.2120475506
1702,240090.32976628403
1703,229845.5875067913
1704,278440.2684156326
1705,242228.66016324965
1706,181954.4975837152
1707,223218.6804306602
1708,207941.66769454104
1709,257464.51724497852
1710,222424.2176900369
1711,256864.40588975663
1712,260715.19684966662
1713,266720.6553449675
1714,216333.64648382663
1715,207825.46341084005
1716,190394.65282293363
1717,175473.4453237313
1718,147754.44614535646
1719,230559.96960748843
1720,241612.35519613812
1721,154493.87650502747
1722,117858.76737734246
1723,147311.29061824217
1724,223409.67664841042
1725,240422.2476431401
1726,185710.47351471108
1727,165711.2912886932
1728,162503.78871067188
1729,169390.80011478224
1730,153020.07822867983
1731,120834.25897385736
1732,130553.76609763945
1733,114714.28648866285
1734,121662.27910012302
1735,107629.03652218462
1736,96759.8419747999
1737,293954.69703429204
1738,261287.38733286626
1739,248998.9262668274
1740,224884.4934788864
1741,194257.73825796167
1742,175444.4361499323
1743,174251.99975185114
1744,313138.2993401631
1745,238495.05905999575
1746,182494.81582347766
1747,224113.09834945604
1748,218821.96877392964
1749,145418.0741245969
1750,121724.25791954044
1751,238857.5833444685
1752,108153.0788982317
1753,152490.92287637157
1754,193582.7087840567
1755,170998.92856725186
1756,137332.9351562921
1757,116278.48514963065
1758,141688.730129908
1759,161916.38467251512
1760,168860.74899323
1761,157821.51590745704
1762,174098.39162645992
1763,184866.24651416673
1764,107071.85742524605
1765,174988.60458039356
1766,199010.77542319178
1767,231228.5634179199
1768,140191.45341626488
1769,155561.19599716918
1770,162403.55760108714
1771,120636.47350475048
1772,142790.39219801239
1773,106335.24148284041
1774,158584.0425643155
1775,146955.70726511444
1776,139762.25958256162
1777,96360.03763199717
1778,149899.73154215244
1779,141259.75637467526
1780,155402.26920107403
1781,118540.66234444392
1782,76028.87778005788
1783,137309.99010323692
1784,95651.9310574558
1785,126843.97737681787
1786,128374.43556199377
1787,157594.91462935705
1788,39036.44431155047
1789,107855.5285914638
1790,67415.27976643594
1791,201085.90346464032
1792,157885.42666669618
1793,129973.26409519701
1794,173332.74015386752
1795,137981.91090394644
1796,138073.34458972953
1797,126489.66103809916
1798,122318.00432266787
1799,100755.32085459554
1800,132878.56946902734
1801,113219.73258116949
1802,115145.76637734444
1803,153499.72000794485
1804,131419.45528891636
1805,137946.2936565103
1806,132596.12394992233
1807,160809.630040554
1808,126260.99782534894
1809,134917.71141400386
1810,140988.99220556015
1811,69769.78930797585
1812,102063.92363969254
1813,123584.92817914809
1814,88800.52282719067
1815,36604.705424079264
1816,94843.09549606076
1817,112527.38095707403
1818,160393.71028321396
1819,116588.7835645192
1820,35573.5019201418
1821,92779.30767621435
1822,152879.61490732242
1823,28223.35908228837
1824,150949.40236556734
1825,143161.33566982462
1826,103606.15542645376
1827,104556.91162042432
1828,153281.00670615083
1829,148044.52870058446
1830,161298.77067158406
1831,145521.40389851425
1832,81915.84703969957
1833,143880.89217480825
1834,115371.98748319356
1835,137442.31255127507
1836,133450.1216171517
1837,119621.82646651656
1838,116985.46519237923
1839,83432.07092995435
1840,151096.8530612192
1841,128416.91999261032
1842,89773.23819891847
1843,142200.6408995412
1844,144779.44776519272
1845,134855.91003437326
1846,159564.63757836923
1847,171165.27687794916
1848,32323.394712343783
1849,100730.53538191694
1850,121148.93164349165
1851,155666.84482106532
1852,115043.83257515951
1853,120849.39720859456
1854,163576.80702302296
1855,161914.7679152957
1856,217411.21920937725
1857,117374.10620249133
1858,135006.68156325028
1859,108644.13944660174
1860,154381.72364967567
1861,109223.11622899439
1862,276150.00581689057
1863,263786.3302723569
1864,263805.17103968066
1865,333602.0848580513
1866,302440.52936428343
1867,221393.9971579788
1868,291006.77397888445
1869,214588.4023300479
1870,227490.50075714762
1871,242601.20725228544
1872,180451.83217720038
1873,256875.9114075619
1874,130510.18538184403
1875,178328.20648953368
1876,190127.7115555686
