Id,SalePrice
1461,114695.01799729477
1462,166285.4131609173
1463,185481.97381005762
1464,201231.77759086355
1465,205989.65881500434
1466,175551.8029080471
1467,174461.8353242915
1468,173655.59056956443
1469,187307.3794968076
1470,122199.77049102844
1471,187700.82106516339
1472,101129.48560019127
1473,101238.77528207845
1474,148482.44956023985
1475,99070.01245309101
1476,327925.33647143346
1477,263230.4866609173
1478,285977.3518183363
1479,293220.2969834425
1480,400859.7869861388
1481,298496.65413771564
1482,227156.69880715787
1483,183156.29429485204
1484,175315.1169980728
1485,198503.95900961958
1486,207833.0588027229
1487,309730.6681639823
1488,226481.5720322174
1489,209979.27291959888
1490,230450.6060141765
1491,207862.354807436
1492,93201.36408309193
1493,190187.90206984212
1494,299740.45495820895
1495,276852.93037769827
1496,225805.9490588426
1497,172198.7688410384
1498,176350.8937015157
1499,165420.79775060032
1500,167630.46416922618
1501,196981.47025342457
1502,162497.4003593206
1503,271466.9480119526
1504,233993.52605661828
1505,224712.6861292161
1506,192123.11278246267
1507,236362.1064235937
1508,201422.31756720872
1509,156430.34840208577
1510,161328.88533880527
1511,162829.92004666728
1512,178281.7069092143
1513,136052.49968797292
1514,168442.6680732539
1515,196049.87161967548
1516,164628.06584443807
1517,169311.005682343
1518,128379.4398712785
1519,221892.37619704125
1520,140676.63549504793
1521,139354.89406250615
1522,187376.88948682102
1523,105418.70085512375
1524,98491.0839361932
1525,117350.5251224305
1526,108367.04642454193
1527,110672.51433624371
1528,125350.28282293328
1529,148358.2185199938
1530,206567.82049690373
1531,159356.23027509855
1532,100987.54010250804
1533,154562.7636008381
1534,117616.69511390709
1535,153242.84104478487
1536,108291.3252422191
1537,82820.68262669934
1538,159873.3206515981
1539,183889.04132509523
1540,114413.0734078398
1541,132964.5994304726
1542,130729.51468525638
1543,181311.2743571098
1544,86137.64810415714
1545,110931.87691344632
1546,144897.98163502573
1547,146108.50959947976
1548,124638.5904850289
1549,125869.36678992966
1550,143973.15688994573
1551,114616.23775598059
1552,142510.87327275603
1553,149501.58561774853
1554,113762.56290090692
1555,174440.49031091284
1556,103783.38582522683
1557,99819.55135583508
1558,103302.73643777918
1559,92287.6604084381
1560,138726.0562419513
1561,124432.77748352724
1562,139303.38075549353
1563,123169.51070363988
1564,164142.88991584146
1565,155603.851129501
1566,234146.87471806075
1567,77473.6847148786
1568,255193.15152098564
1569,141814.30832846576
1570,144808.0752961922
1571,119215.89030067957
1572,140594.20113984752
1573,256174.11901521025
1574,138125.41593824665
1575,231491.20555533364
1576,244927.7499385761
1577,193813.94521338833
1578,139893.50481456897
1579,149131.62943011546
1580,196106.183902153
1581,161970.18949885893
1582,126308.45371960834
1583,286180.3874626379
1584,224385.57624644018
1585,156249.12509815604
1586,61989.75792738619
1587,102226.52622398797
1588,159145.0593769308
1589,98133.40380932497
1590,129409.53759661074
1591,99709.26929884925
1592,124171.61814878024
1593,128139.04118801984
1594,118000.1173197337
1595,124315.61797521969
