Id,SalePrice
1461,483814.10817113955
1462,1166127.930155628
1463,195827.23431572702
1464,-73069.39428262372
1465,-17688.55829769918
1466,55302.226481475365
1467,325787.2486278215
1468,157982.01963157236
1469,239039.13619672757
1470,170006.116846019
1471,369748.6227866848
1472,-149357.08236233928
1473,392495.4064408505
1474,-63658.79839063198
1475,-61645.187556861354
1476,339123.92490980844
1477,290106.20491569716
1478,-246224.45335432744
1479,-227622.76081101803
1480,634899.8181983741
1481,252087.38569767546
1482,7294.49825348513
1483,239798.416582176
1484,-30246.477906102176
1485,-15453.605027069316
1486,284034.51532798377
1487,-1077.7827766939736
1488,130131.11575226736
1489,251889.0612988749
1490,-230193.23918095627
1491,405716.2224127779
1492,-4978.59087311176
1493,484859.80186806904
1494,-315044.7827895498
1495,295638.04165316786
1496,-7914.675115529324
1497,277262.7308915433
1498,-256530.94506906692
1499,-385662.2602343779
1500,-172766.22886604018
1501,-440166.0802989312
1502,-34996.435048851745
1503,111382.16590925274
1504,138783.1122513957
1505,56287.77115095534
1506,440280.314053082
1507,405324.49534193793
1508,-36634.37236632767
1509,508770.6548290056
1510,643202.2499234414
1511,-92469.64762646524
1512,240341.68819308782
1513,-344968.62537982065
1514,346490.3057016785
1515,649735.7858415506
1516,-166984.66100296812
1517,675644.1088779593
1518,428659.94706785196
1519,489770.28114820283
1520,582996.4983440121
1521,663240.5711566159
1522,416817.90469605976
1523,285934.6049303686
1524,63651.03126441499
1525,496080.56672015553
1526,602188.372289801
1527,121832.02495274393
1528,-176448.28568829305
1529,586667.4383822307
1530,476442.3396716418
1531,-2384782.211115008
1532,-734315.8664237467
1533,258322.0929327414
1534,32623.718842150898
1535,-449803.47445138503
1536,-780143.4667396115
1537,361039.739503084
1538,239686.65110816446
1539,552078.1669065354
1540,-113755.08123089356
1541,220957.61682982778
1542,745362.4949937126
1543,581477.0744505574
1544,-24708.74074738632
1545,147593.89482770907
1546,105517.91120491462
1547,-270996.05462755985
1548,231269.4383399589
1549,-141263.22417492178
1550,496366.05727591715
1551,-441258.8805849808
1552,-3883.1572628439535
1553,148107.0588757582
1554,274447.53333417984
1555,414222.4850128592
1556,-537837.8795732553
1557,-639787.2065180154
1558,348557.0215385863
1559,48721.033668571465
1560,-712565.4705686112
1561,-248339.71310999093
1562,31791.237854121595
1563,-576.9782007204121
1564,360854.73459440016
1565,282199.59983446525
1566,1360576.3268694559
1567,146414.34974567918
1568,-39786.13508373469
1569,211371.65008578566
1570,201910.49653906462
1571,601482.8791215923
1572,730437.3890083389
1573,1044503.8398196881
1574,-224159.23037989158
1575,148592.0265234413
1576,-114394.80513724525
1577,-101575.85831608862
1578,17671.738610576
1579,561776.47239103
1580,75210.94942120957
1581,137837.0537729311
1582,383787.0341221866
1583,163616.50999961398
1584,151958.51629836933
1585,236584.3503265903
1586,338514.4700203375
1587,229059.39393054205
1588,256474.75134355365
1589,-113124.73856558945
1590,317379.6417022409
1591,438296.16759478726
1592,-6533.429683261311
1593,39527.98328582287
1594,-67151195.37202418
1595,-421404.7236845513
